gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	A	B	C	D	E	F	G	H	I
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0E40282DA	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC093DFA335	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0FC6454F5	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC08885876E	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0A3722F1F	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0BB8BF2C5	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0D3C68BD6	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0D3870098	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0C6DC4D50	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC08DBCCFF0	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0EA8ABCFD	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC00367777A	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0744E13CB	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC037A0554C	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC09DB9D20A	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC03F728659	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0E53A238E	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0549A759B	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0F9FB6DCB	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0ECDD1074	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC071163509	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC070BECDC9	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0592501EA	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0453131F6	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC00EAD4C47	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC03760D980	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC042B580A3	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC027893337	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0C739EDCE	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC04ABF0023	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0886D58EF	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0AB5FBF10	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC06AD39F88	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0C8B6ACF5	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0270AA5D9	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC079D293A2	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC01C274A51	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0FCF853DB	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC050F64BB5	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC01E6BE079	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0E83A4B71	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0804EB2C0	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0C841033A	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC03AF43F8B	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC00D0AFED0	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0A6F94686	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC04BCFC59C	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC09C62F412	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC06A152CC0	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC03515B178	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC01D1C56CC	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0345262E7	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC03D0A4AD2	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC046604E76	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0C8B7BCBB	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0CCB0D955	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC01A5C5096	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC084C79E20	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0D3C12C3F	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC00065C95C	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0681DB40E	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0F94B7D8F	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0D5418330	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0B3564B15	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0C287AFC3	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0E85E1FB0	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC04BD52124	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC072376C7B	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0926FDACC	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0CCCF9A7F	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0956F4A31	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0FDD31EAB	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0A916E0E2	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0BDD04147	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC04251A46C	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0FA343CEF	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC044C2FDA4	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0F179D307	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0B86B7CED	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0D5DDAD29	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC06EEEC092	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0A460766C	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0A2DB962D	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a3b1_complex	CPI-SC08C485EAE	0.388	0.862	0.42	0.288	0.319	0.211	0.835	0.233	0.602
ITGB1	P05556	True	ITB1_HUMAN	integrin_a3b1_complex	CPI-SC0B80B8591	0.388	0.862	0.42	0.288	0.319	0.211	0.835	0.233	0.602
ITGB1	P05556	True	ITB1_HUMAN	integrin_a3b1_complex	CPI-SC0E5A1BA8E	0.388	0.862	0.42	0.288	0.319	0.211	0.835	0.233	0.602
ITGB1	P05556	True	ITB1_HUMAN	integrin_a3b1_complex	CPI-SC0FA241084	0.388	0.862	0.42	0.288	0.319	0.211	0.835	0.233	0.602
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0C81483EA	0.114	0.12	0.518	0.247	0.194	0.064	0.03	0.093	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0F96CE387	0.114	0.12	0.518	0.247	0.194	0.064	0.03	0.093	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC00B50273B	0.114	0.12	0.518	0.247	0.194	0.064	0.03	0.093	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0E029AB31	0.114	0.12	0.518	0.247	0.194	0.064	0.03	0.093	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0B2557C9D	0.114	0.12	0.518	0.247	0.194	0.064	0.03	0.093	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0C2126F8E	0.114	0.12	0.518	0.247	0.194	0.064	0.03	0.093	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a5b1_complex	CPI-SC06C3BA86F	0.039	0.025	0.062	0.014	0.047	0.053	0.043	0.127	0.076
ITGB1	P05556	True	ITB1_HUMAN	integrin_a5b1_complex	CPI-SC02CB6F5A5	0.039	0.025	0.062	0.014	0.047	0.053	0.043	0.127	0.076
ITGB1	P05556	True	ITB1_HUMAN	integrin_a5b1_complex	CPI-SC0ABE9B7D2	0.039	0.025	0.062	0.014	0.047	0.053	0.043	0.127	0.076
ITGB1	P05556	True	ITB1_HUMAN	integrin_a6b1_complex	CPI-SC024FAED24	0.26	0.485	0.4	0.298	0.315	0.278	0.366	0.173	0.373
ITGB1	P05556	True	ITB1_HUMAN	integrin_a7b1_complex	CPI-SC03FF6E42F	0.252	0.39	0.18	0.105	0.552	0.195	0.25	0.107	0.254
ITGB1	P05556	True	ITB1_HUMAN	integrin_a8b1_complex	CPI-SC04BC5B245	0.1	0.021	0.154	0.115	0.28	0.068	0.055	0.04	0.068
ITGB1	P05556	True	ITB1_HUMAN	integrin_a8b1_complex	CPI-SC09B2D1C63	0.1	0.021	0.154	0.115	0.28	0.068	0.055	0.04	0.068
ITGB1	P05556	True	ITB1_HUMAN	integrin_a9b1_complex	CPI-SC069FF84F5	0.072	0.071	0.125	0.051	0.039	0.09	0.177	0.147	0.076
ITGB1	P05556	True	ITB1_HUMAN	integrin_a9b1_complex	CPI-SC0EB9B5460	0.072	0.071	0.125	0.051	0.039	0.09	0.177	0.147	0.076
ITGB1	P05556	True	ITB1_HUMAN	integrin_a9b1_complex	CPI-SC0B5F57CE1	0.072	0.071	0.125	0.051	0.039	0.09	0.177	0.147	0.076
ITGB1	P05556	True	ITB1_HUMAN	integrin_a9b1_complex	CPI-SC061E89E41	0.072	0.071	0.125	0.051	0.039	0.09	0.177	0.147	0.076
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-SC08F923F07	0.737	0.862	0.918	0.756	0.882	0.771	0.927	0.567	1.059
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-SC0717E21B0	0.737	0.862	0.918	0.756	0.882	0.771	0.927	0.567	1.059
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-SC01D9AD677	0.737	0.862	0.918	0.756	0.882	0.771	0.927	0.567	1.059
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0E03C13D1	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0E4A99136	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC028882919	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0AA90A03B	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0A7864078	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0756B421F	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0C91660AB	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0CED85DDE	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC07707E049	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0096917A2	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0B991F6B1	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0251EEF61	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC07F654CB3	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC059D160BE	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC034D4CF73	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC050CC3A3F	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC05590EDD3	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0FCB8DFBB	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0DA063880	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC068FFC547	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0F1833AC0	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC01BE5E1F7	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC039737584	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC030087D4F	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0CC8A2F79	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0B6D93CD4	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC027EF0F68	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0BFDE14E9	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0A210DC1F	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0423059DF	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0E9AA9087	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0A18569E5	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC090152EEE	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC008D5E4B2	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0EC720659	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0F393B830	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC00942962B	0.039	0.028	0.036	0.024	0.05	0.03	0.061	0.007	0.076
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0EDDBD0FB	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0E453F338	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0AD2341AF	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0A5E87289	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0C061DC28	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0C351F7DF	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0AE4F5BAB	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC075489ADB	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC015ECCD97	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC09AE93F66	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC06F3DDF90	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0FB1817EE	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0C5B4E222	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC044916391	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC06DCE672A	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0E8C3A996	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC08821B0D2	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0CC30CEC0	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0D0BFC9F7	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC04FF0CDA1	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
